"","cluster_id","sample_id","group_id"
"cell1701","CD14+ Monocytes","ctrl107.A","A"
"cell1702","CD14+ Monocytes","ctrl101.B","B"
"cell1703","CD4 T cells","ctrl101.A","A"
"cell1704","CD4 T cells","ctrl101.A","A"
"cell1705","CD4 T cells","ctrl107.A","A"
"cell1706","CD4 T cells","ctrl101.A","A"
"cell1707","CD4 T cells","ctrl101.A","A"
"cell1708","CD14+ Monocytes","ctrl101.A","A"
"cell1709","CD14+ Monocytes","ctrl101.A","A"
"cell1710","CD14+ Monocytes","ctrl101.A","A"
"cell1711","CD4 T cells","ctrl101.A","A"
"cell1712","CD14+ Monocytes","ctrl101.A","A"
"cell1713","CD14+ Monocytes","ctrl101.B","B"
"cell1714","CD14+ Monocytes","ctrl101.A","A"
"cell1715","CD14+ Monocytes","ctrl101.A","A"
"cell1716","CD14+ Monocytes","ctrl101.A","A"
"cell1717","CD4 T cells","ctrl101.A","A"
"cell1718","CD4 T cells","ctrl101.B","B"
"cell1719","CD14+ Monocytes","ctrl101.B","B"
"cell1720","CD4 T cells","ctrl101.A","A"
"cell1721","CD4 T cells","ctrl101.A","A"
"cell1722","CD4 T cells","ctrl107.B","B"
"cell1723","CD14+ Monocytes","ctrl101.A","A"
"cell1724","CD14+ Monocytes","ctrl101.A","A"
"cell1725","CD14+ Monocytes","ctrl101.A","A"
"cell1726","CD14+ Monocytes","ctrl101.A","A"
"cell1727","CD4 T cells","ctrl101.A","A"
"cell1728","CD4 T cells","ctrl107.A","A"
"cell1729","CD4 T cells","ctrl101.A","A"
"cell1730","CD14+ Monocytes","ctrl101.B","B"
"cell1731","CD4 T cells","ctrl101.A","A"
"cell1732","CD14+ Monocytes","ctrl107.B","B"
"cell1733","CD14+ Monocytes","ctrl101.A","A"
"cell1734","CD14+ Monocytes","ctrl101.A","A"
"cell1735","CD4 T cells","ctrl101.A","A"
"cell1736","CD14+ Monocytes","ctrl101.A","A"
"cell1737","CD14+ Monocytes","ctrl101.A","A"
"cell1738","CD14+ Monocytes","ctrl101.B","B"
"cell1739","CD14+ Monocytes","ctrl101.A","A"
"cell1740","CD14+ Monocytes","ctrl101.A","A"
"cell1741","CD14+ Monocytes","ctrl101.A","A"
"cell1742","CD14+ Monocytes","ctrl101.A","A"
"cell1743","CD4 T cells","ctrl101.A","A"
"cell1744","CD4 T cells","ctrl101.A","A"
"cell1745","CD4 T cells","ctrl101.A","A"
"cell1746","CD14+ Monocytes","ctrl101.A","A"
"cell1747","CD14+ Monocytes","ctrl101.A","A"
"cell1748","CD14+ Monocytes","ctrl101.A","A"
"cell1749","CD14+ Monocytes","ctrl101.A","A"
"cell1750","CD4 T cells","ctrl107.A","A"
"cell1751","CD4 T cells","ctrl101.A","A"
"cell1752","CD14+ Monocytes","ctrl101.B","B"
"cell1753","CD4 T cells","ctrl101.A","A"
"cell1754","CD14+ Monocytes","ctrl101.A","A"
"cell1755","CD14+ Monocytes","ctrl101.B","B"
"cell1756","CD14+ Monocytes","ctrl101.A","A"
"cell1757","CD4 T cells","ctrl101.A","A"
"cell1758","CD14+ Monocytes","ctrl101.A","A"
"cell1759","CD4 T cells","ctrl101.A","A"
"cell1760","CD4 T cells","ctrl101.A","A"
"cell1761","CD14+ Monocytes","ctrl101.A","A"
"cell1762","CD14+ Monocytes","ctrl101.A","A"
"cell1763","CD14+ Monocytes","ctrl101.A","A"
"cell1764","CD14+ Monocytes","ctrl101.A","A"
"cell1765","CD14+ Monocytes","ctrl101.A","A"
"cell1766","CD4 T cells","ctrl101.A","A"
"cell1767","CD4 T cells","ctrl101.A","A"
"cell1768","CD4 T cells","ctrl101.A","A"
"cell1769","CD14+ Monocytes","ctrl107.A","A"
"cell1770","CD14+ Monocytes","ctrl101.A","A"
"cell1771","CD4 T cells","ctrl101.A","A"
"cell1772","CD14+ Monocytes","ctrl101.A","A"
"cell1773","CD14+ Monocytes","ctrl101.A","A"
"cell1774","CD14+ Monocytes","ctrl101.A","A"
"cell1775","CD14+ Monocytes","ctrl101.A","A"
"cell1776","CD14+ Monocytes","ctrl107.A","A"
"cell1777","CD14+ Monocytes","ctrl101.A","A"
"cell1778","CD14+ Monocytes","ctrl101.A","A"
"cell1779","CD14+ Monocytes","ctrl101.A","A"
"cell1780","CD4 T cells","ctrl101.B","B"
"cell1781","CD4 T cells","ctrl101.A","A"
"cell1782","CD4 T cells","ctrl101.A","A"
"cell1783","CD14+ Monocytes","ctrl101.A","A"
"cell1784","CD4 T cells","ctrl101.A","A"
"cell1785","CD14+ Monocytes","ctrl101.A","A"
"cell1786","CD14+ Monocytes","ctrl101.A","A"
"cell1787","CD4 T cells","ctrl101.A","A"
"cell1788","CD4 T cells","ctrl101.A","A"
"cell1789","CD14+ Monocytes","ctrl101.A","A"
"cell1790","CD14+ Monocytes","ctrl107.A","A"
"cell1791","CD4 T cells","ctrl101.A","A"
"cell1792","CD4 T cells","ctrl101.A","A"
"cell1793","CD14+ Monocytes","ctrl101.A","A"
"cell1794","CD14+ Monocytes","ctrl101.A","A"
"cell1795","CD14+ Monocytes","ctrl101.A","A"
"cell1796","CD4 T cells","ctrl107.B","B"
"cell1797","CD4 T cells","ctrl101.A","A"
"cell1798","CD4 T cells","ctrl101.A","A"
"cell1799","CD4 T cells","ctrl107.A","A"
"cell1800","CD4 T cells","ctrl101.A","A"
"cell1801","CD4 T cells","ctrl101.A","A"
"cell1802","CD4 T cells","ctrl101.A","A"
"cell1803","CD14+ Monocytes","ctrl101.A","A"
"cell1804","CD4 T cells","ctrl101.A","A"
"cell1805","CD4 T cells","ctrl101.A","A"
"cell1806","CD4 T cells","ctrl101.A","A"
"cell1807","CD4 T cells","ctrl101.A","A"
"cell1808","CD4 T cells","ctrl101.A","A"
"cell1809","CD4 T cells","ctrl107.A","A"
"cell1810","CD14+ Monocytes","ctrl107.A","A"
"cell1811","CD14+ Monocytes","ctrl101.B","B"
"cell1812","CD14+ Monocytes","ctrl101.A","A"
"cell1813","CD4 T cells","ctrl101.A","A"
"cell1814","CD14+ Monocytes","ctrl101.A","A"
"cell1815","CD14+ Monocytes","ctrl107.A","A"
"cell1816","CD14+ Monocytes","ctrl101.A","A"
"cell1817","CD4 T cells","ctrl101.A","A"
"cell1818","CD14+ Monocytes","ctrl101.A","A"
"cell1819","CD4 T cells","ctrl101.A","A"
"cell1820","CD14+ Monocytes","ctrl101.A","A"
"cell1821","CD14+ Monocytes","ctrl101.A","A"
"cell1822","CD4 T cells","ctrl101.A","A"
"cell1823","CD4 T cells","ctrl101.A","A"
"cell1824","CD14+ Monocytes","ctrl107.A","A"
"cell1825","CD4 T cells","ctrl101.A","A"
"cell1826","CD4 T cells","ctrl101.A","A"
"cell1827","CD14+ Monocytes","ctrl101.B","B"
"cell1828","CD14+ Monocytes","ctrl101.A","A"
"cell1829","CD14+ Monocytes","ctrl101.A","A"
"cell1830","CD4 T cells","ctrl107.A","A"
"cell1831","CD4 T cells","ctrl101.A","A"
"cell1832","CD4 T cells","ctrl101.A","A"
"cell1833","CD14+ Monocytes","ctrl101.A","A"
"cell1834","CD14+ Monocytes","ctrl101.A","A"
"cell1835","CD4 T cells","ctrl101.A","A"
"cell1836","CD4 T cells","ctrl101.A","A"
"cell1837","CD4 T cells","ctrl101.A","A"
"cell1838","CD14+ Monocytes","ctrl101.A","A"
"cell1839","CD4 T cells","ctrl101.A","A"
"cell1840","CD14+ Monocytes","ctrl101.A","A"
"cell1841","CD4 T cells","ctrl101.A","A"
"cell1842","CD4 T cells","ctrl101.A","A"
"cell1843","CD14+ Monocytes","ctrl101.A","A"
"cell1844","CD4 T cells","ctrl101.A","A"
"cell1845","CD4 T cells","ctrl101.A","A"
"cell1846","CD4 T cells","ctrl107.A","A"
"cell1847","CD4 T cells","ctrl107.A","A"
"cell1848","CD14+ Monocytes","ctrl107.A","A"
"cell1849","CD4 T cells","ctrl101.A","A"
"cell1850","CD14+ Monocytes","ctrl101.A","A"
"cell1851","CD14+ Monocytes","ctrl101.B","B"
"cell1852","CD4 T cells","ctrl101.A","A"
"cell1853","CD4 T cells","ctrl107.A","A"
"cell1854","CD14+ Monocytes","ctrl107.A","A"
"cell1855","CD4 T cells","ctrl101.A","A"
"cell1856","CD4 T cells","ctrl107.A","A"
"cell1857","CD4 T cells","ctrl101.A","A"
"cell1858","CD4 T cells","ctrl101.A","A"
"cell1859","CD4 T cells","ctrl101.A","A"
"cell1860","CD14+ Monocytes","ctrl101.A","A"
"cell1861","CD4 T cells","ctrl101.A","A"
"cell1862","CD14+ Monocytes","ctrl101.A","A"
"cell1863","CD4 T cells","ctrl101.A","A"
"cell1864","CD14+ Monocytes","ctrl101.A","A"
"cell1865","CD14+ Monocytes","ctrl101.B","B"
"cell1866","CD4 T cells","ctrl101.A","A"
"cell1867","CD14+ Monocytes","ctrl101.A","A"
"cell1868","CD4 T cells","ctrl101.A","A"
"cell1869","CD4 T cells","ctrl101.A","A"
"cell1870","CD4 T cells","ctrl107.A","A"
"cell1871","CD4 T cells","ctrl101.A","A"
"cell1872","CD4 T cells","ctrl101.A","A"
"cell1873","CD14+ Monocytes","ctrl101.A","A"
"cell1874","CD4 T cells","ctrl101.A","A"
"cell1875","CD14+ Monocytes","ctrl101.A","A"
"cell1876","CD4 T cells","ctrl101.A","A"
"cell1877","CD14+ Monocytes","ctrl101.A","A"
"cell1878","CD4 T cells","ctrl101.A","A"
"cell1879","CD4 T cells","ctrl101.A","A"
"cell1880","CD14+ Monocytes","ctrl101.A","A"
"cell1881","CD4 T cells","ctrl101.A","A"
"cell1882","CD4 T cells","ctrl101.A","A"
"cell1883","CD14+ Monocytes","ctrl101.A","A"
"cell1884","CD14+ Monocytes","ctrl107.A","A"
"cell1885","CD4 T cells","ctrl101.A","A"
"cell1886","CD14+ Monocytes","ctrl101.A","A"
"cell1887","CD14+ Monocytes","ctrl101.A","A"
"cell1888","CD4 T cells","ctrl101.A","A"
"cell1889","CD4 T cells","ctrl107.A","A"
"cell1890","CD4 T cells","ctrl101.A","A"
"cell1891","CD14+ Monocytes","ctrl101.A","A"
"cell1892","CD4 T cells","ctrl107.B","B"
"cell1893","CD14+ Monocytes","ctrl101.A","A"
"cell1894","CD4 T cells","ctrl101.A","A"
"cell1895","CD14+ Monocytes","ctrl101.B","B"
"cell1896","CD4 T cells","ctrl101.A","A"
"cell1897","CD14+ Monocytes","ctrl101.A","A"
"cell1898","CD4 T cells","ctrl101.A","A"
"cell1899","CD4 T cells","ctrl101.A","A"
"cell1900","CD4 T cells","ctrl101.A","A"
"cell1901","CD4 T cells","ctrl101.A","A"
"cell1902","CD14+ Monocytes","ctrl107.A","A"
"cell1903","CD14+ Monocytes","ctrl101.A","A"
"cell1904","CD4 T cells","ctrl101.A","A"
"cell1905","CD14+ Monocytes","ctrl101.A","A"
"cell1906","CD14+ Monocytes","ctrl101.B","B"
"cell1907","CD14+ Monocytes","ctrl101.A","A"
"cell1908","CD4 T cells","ctrl101.A","A"
"cell1909","CD14+ Monocytes","ctrl101.A","A"
"cell1910","CD4 T cells","ctrl101.A","A"
"cell1911","CD4 T cells","ctrl101.A","A"
"cell1912","CD14+ Monocytes","ctrl101.A","A"
"cell1913","CD14+ Monocytes","ctrl101.A","A"
"cell1914","CD14+ Monocytes","ctrl107.A","A"
"cell1915","CD14+ Monocytes","ctrl107.A","A"
"cell1916","CD4 T cells","ctrl101.A","A"
"cell1917","CD4 T cells","ctrl101.A","A"
"cell1918","CD14+ Monocytes","ctrl101.A","A"
"cell1919","CD4 T cells","ctrl101.A","A"
"cell1920","CD14+ Monocytes","ctrl101.A","A"
"cell1921","CD4 T cells","ctrl101.B","B"
"cell1922","CD4 T cells","ctrl101.A","A"
"cell1923","CD14+ Monocytes","ctrl101.A","A"
"cell1924","CD4 T cells","ctrl101.A","A"
"cell1925","CD4 T cells","ctrl101.B","B"
"cell1926","CD14+ Monocytes","ctrl101.A","A"
"cell1927","CD14+ Monocytes","ctrl101.A","A"
"cell1928","CD14+ Monocytes","ctrl101.A","A"
"cell1929","CD14+ Monocytes","ctrl107.A","A"
"cell1930","CD14+ Monocytes","ctrl101.A","A"
"cell1931","CD14+ Monocytes","ctrl101.A","A"
"cell1932","CD14+ Monocytes","ctrl101.B","B"
"cell1933","CD14+ Monocytes","ctrl101.B","B"
"cell1934","CD4 T cells","ctrl101.A","A"
"cell1935","CD4 T cells","ctrl101.A","A"
"cell1936","CD14+ Monocytes","ctrl101.A","A"
"cell1937","CD4 T cells","ctrl101.A","A"
"cell1938","CD14+ Monocytes","ctrl101.B","B"
"cell1939","CD4 T cells","ctrl101.A","A"
"cell1940","CD4 T cells","ctrl101.A","A"
"cell1941","CD4 T cells","ctrl107.A","A"
"cell1942","CD4 T cells","ctrl101.A","A"
"cell1943","CD14+ Monocytes","ctrl101.A","A"
"cell1944","CD14+ Monocytes","ctrl101.A","A"
"cell1945","CD14+ Monocytes","ctrl101.A","A"
"cell1946","CD14+ Monocytes","ctrl101.A","A"
"cell1947","CD4 T cells","ctrl101.B","B"
"cell1948","CD4 T cells","ctrl101.A","A"
"cell1949","CD14+ Monocytes","ctrl101.A","A"
"cell1950","CD4 T cells","ctrl101.A","A"
"cell1951","CD4 T cells","ctrl101.A","A"
"cell1952","CD14+ Monocytes","ctrl107.A","A"
"cell1953","CD4 T cells","ctrl101.A","A"
"cell1954","CD14+ Monocytes","ctrl107.A","A"
"cell1955","CD14+ Monocytes","ctrl107.A","A"
"cell1956","CD14+ Monocytes","ctrl101.A","A"
"cell1957","CD14+ Monocytes","ctrl101.A","A"
"cell1958","CD14+ Monocytes","ctrl101.A","A"
"cell1959","CD4 T cells","ctrl101.A","A"
"cell1960","CD14+ Monocytes","ctrl107.A","A"
"cell1961","CD4 T cells","ctrl101.A","A"
"cell1962","CD4 T cells","ctrl101.B","B"
"cell1963","CD14+ Monocytes","ctrl101.B","B"
"cell1964","CD4 T cells","ctrl107.A","A"
"cell1965","CD14+ Monocytes","ctrl101.A","A"
"cell1966","CD14+ Monocytes","ctrl101.A","A"
"cell1967","CD14+ Monocytes","ctrl101.A","A"
"cell1968","CD14+ Monocytes","ctrl101.B","B"
"cell1969","CD14+ Monocytes","ctrl101.A","A"
"cell1970","CD4 T cells","ctrl101.A","A"
"cell1971","CD14+ Monocytes","ctrl101.A","A"
"cell1972","CD14+ Monocytes","ctrl101.B","B"
"cell1973","CD4 T cells","ctrl101.A","A"
"cell1974","CD14+ Monocytes","ctrl101.B","B"
"cell1975","CD14+ Monocytes","ctrl101.B","B"
"cell1976","CD14+ Monocytes","ctrl101.A","A"
"cell1977","CD14+ Monocytes","ctrl101.A","A"
"cell1978","CD14+ Monocytes","ctrl101.A","A"
"cell1979","CD14+ Monocytes","ctrl101.A","A"
"cell1980","CD14+ Monocytes","ctrl101.A","A"
"cell1981","CD14+ Monocytes","ctrl101.A","A"
"cell1982","CD4 T cells","ctrl101.A","A"
"cell1983","CD4 T cells","ctrl101.A","A"
"cell1984","CD14+ Monocytes","ctrl101.A","A"
"cell1985","CD14+ Monocytes","ctrl101.A","A"
"cell1986","CD14+ Monocytes","ctrl101.A","A"
"cell1987","CD14+ Monocytes","ctrl101.A","A"
"cell1988","CD14+ Monocytes","ctrl107.A","A"
"cell1989","CD4 T cells","ctrl101.A","A"
"cell1990","CD4 T cells","ctrl101.A","A"
"cell1991","CD14+ Monocytes","ctrl107.A","A"
"cell1992","CD4 T cells","ctrl101.A","A"
"cell1993","CD14+ Monocytes","ctrl107.B","B"
"cell1994","CD4 T cells","ctrl101.A","A"
"cell1995","CD4 T cells","ctrl101.A","A"
"cell1996","CD4 T cells","ctrl101.B","B"
"cell1997","CD14+ Monocytes","ctrl101.A","A"
"cell1998","CD14+ Monocytes","ctrl101.B","B"
"cell1999","CD4 T cells","ctrl101.A","A"
"cell2000","CD14+ Monocytes","ctrl101.A","A"
"cell2001","CD14+ Monocytes","ctrl101.A","A"
"cell2002","CD14+ Monocytes","ctrl107.A","A"
"cell2003","CD4 T cells","ctrl101.A","A"
"cell2004","CD4 T cells","ctrl101.B","B"
"cell2005","CD14+ Monocytes","ctrl101.A","A"
"cell2006","CD14+ Monocytes","ctrl101.A","A"
"cell2007","CD14+ Monocytes","ctrl101.B","B"
"cell2008","CD14+ Monocytes","ctrl101.B","B"
"cell2009","CD4 T cells","ctrl101.B","B"
"cell2010","CD14+ Monocytes","ctrl101.A","A"
"cell2011","CD14+ Monocytes","ctrl101.A","A"
"cell2012","CD4 T cells","ctrl107.A","A"
"cell2013","CD14+ Monocytes","ctrl101.A","A"
"cell2014","CD4 T cells","ctrl101.A","A"
"cell2015","CD14+ Monocytes","ctrl101.A","A"
"cell2016","CD4 T cells","ctrl101.A","A"
"cell2017","CD14+ Monocytes","ctrl101.B","B"
"cell2018","CD4 T cells","ctrl101.A","A"
"cell2019","CD4 T cells","ctrl101.A","A"
"cell2020","CD14+ Monocytes","ctrl101.A","A"
"cell2021","CD4 T cells","ctrl101.B","B"
"cell2022","CD14+ Monocytes","ctrl101.A","A"
"cell2023","CD4 T cells","ctrl101.A","A"
"cell2024","CD14+ Monocytes","ctrl101.B","B"
"cell2025","CD14+ Monocytes","ctrl101.A","A"
"cell2026","CD14+ Monocytes","ctrl101.A","A"
"cell2027","CD14+ Monocytes","ctrl101.A","A"
"cell2028","CD14+ Monocytes","ctrl101.B","B"
"cell2029","CD14+ Monocytes","ctrl101.A","A"
"cell2030","CD4 T cells","ctrl101.A","A"
"cell2031","CD14+ Monocytes","ctrl101.A","A"
"cell2032","CD4 T cells","ctrl107.A","A"
"cell2033","CD4 T cells","ctrl107.A","A"
"cell2034","CD4 T cells","ctrl107.B","B"
"cell2035","CD4 T cells","ctrl101.A","A"
"cell2036","CD14+ Monocytes","ctrl101.A","A"
"cell2037","CD4 T cells","ctrl101.A","A"
"cell2038","CD14+ Monocytes","ctrl101.B","B"
"cell2039","CD4 T cells","ctrl107.A","A"
"cell2040","CD4 T cells","ctrl107.A","A"
"cell2041","CD4 T cells","ctrl101.A","A"
"cell2042","CD4 T cells","ctrl101.A","A"
"cell2043","CD14+ Monocytes","ctrl101.A","A"
"cell2044","CD4 T cells","ctrl101.A","A"
"cell2045","CD14+ Monocytes","ctrl101.A","A"
"cell2046","CD4 T cells","ctrl101.A","A"
"cell2047","CD4 T cells","ctrl101.A","A"
"cell2048","CD14+ Monocytes","ctrl101.A","A"
"cell2049","CD14+ Monocytes","ctrl107.A","A"
"cell2050","CD4 T cells","ctrl101.A","A"
"cell2051","CD4 T cells","ctrl101.A","A"
"cell2052","CD14+ Monocytes","ctrl101.A","A"
"cell2053","CD4 T cells","ctrl101.A","A"
"cell2054","CD4 T cells","ctrl107.A","A"
"cell2055","CD4 T cells","ctrl101.A","A"
"cell2056","CD4 T cells","ctrl101.A","A"
"cell2057","CD14+ Monocytes","ctrl101.A","A"
"cell2058","CD14+ Monocytes","ctrl101.A","A"
"cell2059","CD14+ Monocytes","ctrl101.A","A"
"cell2060","CD4 T cells","ctrl101.A","A"
"cell2061","CD14+ Monocytes","ctrl101.A","A"
"cell2062","CD14+ Monocytes","ctrl101.A","A"
"cell2063","CD4 T cells","ctrl101.A","A"
"cell2064","CD14+ Monocytes","ctrl101.A","A"
"cell2065","CD4 T cells","ctrl101.A","A"
"cell2066","CD4 T cells","ctrl101.B","B"
"cell2067","CD14+ Monocytes","ctrl101.A","A"
"cell2068","CD4 T cells","ctrl101.A","A"
"cell2069","CD4 T cells","ctrl101.A","A"
"cell2070","CD14+ Monocytes","ctrl101.A","A"
"cell2071","CD14+ Monocytes","ctrl101.A","A"
"cell2072","CD4 T cells","ctrl107.A","A"
"cell2073","CD4 T cells","ctrl107.A","A"
"cell2074","CD14+ Monocytes","ctrl101.A","A"
"cell2075","CD4 T cells","ctrl101.A","A"
"cell2076","CD14+ Monocytes","ctrl107.A","A"
"cell2077","CD14+ Monocytes","ctrl101.A","A"
"cell2078","CD4 T cells","ctrl101.A","A"
"cell2079","CD4 T cells","ctrl101.A","A"
"cell2080","CD14+ Monocytes","ctrl101.A","A"
"cell2081","CD14+ Monocytes","ctrl101.A","A"
"cell2082","CD4 T cells","ctrl101.A","A"
"cell2083","CD14+ Monocytes","ctrl101.A","A"
"cell2084","CD14+ Monocytes","ctrl101.A","A"
"cell2085","CD4 T cells","ctrl101.A","A"
"cell2086","CD4 T cells","ctrl101.A","A"
"cell2087","CD14+ Monocytes","ctrl101.A","A"
"cell2088","CD14+ Monocytes","ctrl101.A","A"
"cell2089","CD4 T cells","ctrl101.A","A"
"cell2090","CD4 T cells","ctrl101.A","A"
"cell2091","CD4 T cells","ctrl101.A","A"
"cell2092","CD14+ Monocytes","ctrl101.A","A"
"cell2093","CD14+ Monocytes","ctrl101.A","A"
"cell2094","CD4 T cells","ctrl101.A","A"
"cell2095","CD4 T cells","ctrl101.A","A"
"cell2096","CD4 T cells","ctrl101.B","B"
"cell2097","CD4 T cells","ctrl101.A","A"
"cell2098","CD14+ Monocytes","ctrl101.B","B"
"cell2099","CD14+ Monocytes","ctrl101.A","A"
"cell2100","CD4 T cells","ctrl101.A","A"
"cell2101","CD14+ Monocytes","ctrl101.A","A"
"cell2102","CD14+ Monocytes","ctrl101.A","A"
"cell2103","CD4 T cells","ctrl101.A","A"
"cell2104","CD14+ Monocytes","ctrl101.A","A"
"cell2105","CD4 T cells","ctrl101.A","A"
"cell2106","CD14+ Monocytes","ctrl101.B","B"
"cell2107","CD4 T cells","ctrl101.A","A"
"cell2108","CD4 T cells","ctrl107.A","A"
"cell2109","CD14+ Monocytes","ctrl101.A","A"
"cell2110","CD4 T cells","ctrl101.A","A"
"cell2111","CD14+ Monocytes","ctrl101.B","B"
"cell2112","CD14+ Monocytes","ctrl107.A","A"
"cell2113","CD14+ Monocytes","ctrl107.A","A"
"cell2114","CD14+ Monocytes","ctrl101.A","A"
"cell2115","CD14+ Monocytes","ctrl101.A","A"
"cell2116","CD14+ Monocytes","ctrl101.A","A"
"cell2117","CD14+ Monocytes","ctrl101.A","A"
"cell2118","CD4 T cells","ctrl101.A","A"
"cell2119","CD14+ Monocytes","ctrl101.A","A"
"cell2120","CD14+ Monocytes","ctrl101.A","A"
"cell2121","CD14+ Monocytes","ctrl101.A","A"
"cell2122","CD4 T cells","ctrl101.A","A"
"cell2123","CD14+ Monocytes","ctrl101.A","A"
"cell2124","CD14+ Monocytes","ctrl101.A","A"
"cell2125","CD4 T cells","ctrl101.A","A"
"cell2126","CD14+ Monocytes","ctrl101.A","A"
"cell2127","CD4 T cells","ctrl107.A","A"
"cell2128","CD4 T cells","ctrl101.A","A"
"cell2129","CD4 T cells","ctrl101.B","B"
"cell2130","CD4 T cells","ctrl101.A","A"
"cell2131","CD14+ Monocytes","ctrl101.B","B"
"cell2132","CD4 T cells","ctrl101.A","A"
"cell2133","CD4 T cells","ctrl101.A","A"
"cell2134","CD14+ Monocytes","ctrl107.A","A"
"cell2135","CD14+ Monocytes","ctrl107.A","A"
"cell2136","CD14+ Monocytes","ctrl107.A","A"
"cell2137","CD14+ Monocytes","ctrl101.A","A"
"cell2138","CD4 T cells","ctrl101.B","B"
"cell2139","CD4 T cells","ctrl101.B","B"
"cell2140","CD14+ Monocytes","ctrl107.A","A"
"cell2141","CD14+ Monocytes","ctrl107.B","B"
"cell2142","CD4 T cells","ctrl101.A","A"
"cell2143","CD4 T cells","ctrl101.A","A"
"cell2144","CD4 T cells","ctrl101.A","A"
"cell2145","CD14+ Monocytes","ctrl101.A","A"
"cell2146","CD4 T cells","ctrl101.A","A"
"cell2147","CD14+ Monocytes","ctrl101.A","A"
"cell2148","CD4 T cells","ctrl101.A","A"
"cell2149","CD4 T cells","ctrl101.A","A"
"cell2150","CD4 T cells","ctrl107.A","A"
"cell2151","CD14+ Monocytes","ctrl101.A","A"
"cell2152","CD14+ Monocytes","ctrl101.A","A"
"cell2153","CD14+ Monocytes","ctrl101.A","A"
"cell2154","CD4 T cells","ctrl101.B","B"
"cell2155","CD14+ Monocytes","ctrl101.A","A"
"cell2156","CD14+ Monocytes","ctrl101.A","A"
"cell2157","CD14+ Monocytes","ctrl101.A","A"
"cell2158","CD4 T cells","ctrl101.A","A"
"cell2159","CD4 T cells","ctrl101.A","A"
"cell2160","CD4 T cells","ctrl101.A","A"
"cell2161","CD4 T cells","ctrl101.A","A"
"cell2162","CD14+ Monocytes","ctrl107.A","A"
"cell2163","CD4 T cells","ctrl101.A","A"
"cell2164","CD14+ Monocytes","ctrl101.A","A"
"cell2165","CD4 T cells","ctrl101.A","A"
"cell2166","CD14+ Monocytes","ctrl101.A","A"
"cell2167","CD4 T cells","ctrl101.A","A"
"cell2168","CD4 T cells","ctrl101.A","A"
"cell2169","CD4 T cells","ctrl101.A","A"
"cell2170","CD4 T cells","ctrl101.A","A"
"cell2171","CD4 T cells","ctrl101.A","A"
"cell2172","CD4 T cells","ctrl101.A","A"
"cell2173","CD14+ Monocytes","ctrl101.A","A"
"cell2174","CD14+ Monocytes","ctrl101.A","A"
"cell2175","CD4 T cells","ctrl101.A","A"
"cell2176","CD4 T cells","ctrl101.A","A"
"cell2177","CD4 T cells","ctrl101.A","A"
"cell2178","CD14+ Monocytes","ctrl101.A","A"
"cell2179","CD14+ Monocytes","ctrl101.A","A"
"cell2180","CD4 T cells","ctrl101.B","B"
"cell2181","CD4 T cells","ctrl101.A","A"
"cell2182","CD4 T cells","ctrl101.B","B"
"cell2183","CD14+ Monocytes","ctrl107.A","A"
"cell2184","CD4 T cells","ctrl101.A","A"
"cell2185","CD4 T cells","ctrl101.A","A"
"cell2186","CD4 T cells","ctrl101.B","B"
"cell2187","CD4 T cells","ctrl101.B","B"
"cell2188","CD4 T cells","ctrl101.A","A"
"cell2189","CD4 T cells","ctrl107.A","A"
"cell2190","CD14+ Monocytes","ctrl101.A","A"
"cell2191","CD14+ Monocytes","ctrl101.B","B"
"cell2192","CD14+ Monocytes","ctrl101.A","A"
"cell2193","CD4 T cells","ctrl101.A","A"
"cell2194","CD4 T cells","ctrl101.A","A"
"cell2195","CD14+ Monocytes","ctrl101.A","A"
"cell2196","CD4 T cells","ctrl101.A","A"
"cell2197","CD4 T cells","ctrl101.A","A"
"cell2198","CD4 T cells","ctrl101.A","A"
"cell2199","CD14+ Monocytes","ctrl101.A","A"
"cell2200","CD14+ Monocytes","ctrl101.B","B"
"cell2201","CD14+ Monocytes","ctrl101.A","A"
"cell2202","CD4 T cells","ctrl101.B","B"
"cell2203","CD14+ Monocytes","ctrl101.A","A"
"cell2204","CD14+ Monocytes","ctrl101.A","A"
"cell2205","CD4 T cells","ctrl101.A","A"
"cell2206","CD4 T cells","ctrl101.A","A"
"cell2207","CD14+ Monocytes","ctrl101.A","A"
"cell2208","CD4 T cells","ctrl101.A","A"
"cell2209","CD4 T cells","ctrl101.A","A"
"cell2210","CD4 T cells","ctrl101.A","A"
"cell2211","CD4 T cells","ctrl101.A","A"
"cell2212","CD14+ Monocytes","ctrl107.A","A"
"cell2213","CD4 T cells","ctrl101.A","A"
"cell2214","CD4 T cells","ctrl101.A","A"
"cell2215","CD4 T cells","ctrl101.B","B"
"cell2216","CD4 T cells","ctrl101.A","A"
"cell2217","CD14+ Monocytes","ctrl101.B","B"
"cell2218","CD4 T cells","ctrl101.A","A"
"cell2219","CD14+ Monocytes","ctrl101.A","A"
