"","cluster_id","sample_id","group_id"
"cell1752","CD14+ Monocytes","ctrl101.A","A"
"cell1753","CD14+ Monocytes","ctrl101.A","A"
"cell1754","CD14+ Monocytes","ctrl101.A","A"
"cell1755","CD4 T cells","ctrl101.A","A"
"cell1756","CD14+ Monocytes","ctrl101.A","A"
"cell1757","CD14+ Monocytes","ctrl101.A","A"
"cell1758","CD4 T cells","ctrl101.A","A"
"cell1759","CD4 T cells","ctrl101.A","A"
"cell1760","CD4 T cells","ctrl101.A","A"
"cell1761","CD4 T cells","ctrl101.A","A"
"cell1762","CD14+ Monocytes","ctrl101.A","A"
"cell1763","CD14+ Monocytes","ctrl101.A","A"
"cell1764","CD4 T cells","ctrl101.A","A"
"cell1765","CD14+ Monocytes","ctrl101.A","A"
"cell1766","CD14+ Monocytes","ctrl101.A","A"
"cell1767","CD4 T cells","ctrl101.A","A"
"cell1768","CD14+ Monocytes","ctrl101.A","A"
"cell1769","CD4 T cells","ctrl101.A","A"
"cell1770","CD4 T cells","ctrl101.A","A"
"cell1771","CD4 T cells","ctrl101.B","B"
"cell1772","CD14+ Monocytes","ctrl107.A","A"
"cell1773","CD14+ Monocytes","ctrl101.A","A"
"cell1774","CD14+ Monocytes","ctrl101.A","A"
"cell1775","CD14+ Monocytes","ctrl101.A","A"
"cell1776","CD4 T cells","ctrl101.A","A"
"cell1777","CD14+ Monocytes","ctrl101.A","A"
"cell1778","CD14+ Monocytes","ctrl101.A","A"
"cell1779","CD14+ Monocytes","ctrl101.A","A"
"cell1780","CD4 T cells","ctrl101.A","A"
"cell1781","CD4 T cells","ctrl101.A","A"
"cell1782","CD14+ Monocytes","ctrl101.A","A"
"cell1783","CD14+ Monocytes","ctrl101.A","A"
"cell1784","CD14+ Monocytes","ctrl101.A","A"
"cell1785","CD4 T cells","ctrl101.A","A"
"cell1786","CD14+ Monocytes","ctrl101.A","A"
"cell1787","CD14+ Monocytes","ctrl101.A","A"
"cell1788","CD4 T cells","ctrl101.A","A"
"cell1789","CD4 T cells","ctrl107.A","A"
"cell1790","CD14+ Monocytes","ctrl101.B","B"
"cell1791","CD4 T cells","ctrl101.A","A"
"cell1792","CD4 T cells","ctrl107.A","A"
"cell1793","CD4 T cells","ctrl101.A","A"
"cell1794","CD4 T cells","ctrl101.A","A"
"cell1795","CD4 T cells","ctrl101.A","A"
"cell1796","CD4 T cells","ctrl101.B","B"
"cell1797","CD4 T cells","ctrl101.A","A"
"cell1798","CD4 T cells","ctrl101.A","A"
"cell1799","CD4 T cells","ctrl107.A","A"
"cell1800","CD4 T cells","ctrl101.A","A"
"cell1801","CD4 T cells","ctrl101.A","A"
"cell1802","CD14+ Monocytes","ctrl101.A","A"
"cell1803","CD4 T cells","ctrl107.A","A"
"cell1804","CD4 T cells","ctrl101.B","B"
"cell1805","CD14+ Monocytes","ctrl101.A","A"
"cell1806","CD14+ Monocytes","ctrl101.A","A"
"cell1807","CD4 T cells","ctrl101.B","B"
"cell1808","CD4 T cells","ctrl101.A","A"
"cell1809","CD14+ Monocytes","ctrl101.A","A"
"cell1810","CD4 T cells","ctrl101.A","A"
"cell1811","CD4 T cells","ctrl101.A","A"
"cell1812","CD14+ Monocytes","ctrl101.A","A"
"cell1813","CD14+ Monocytes","ctrl101.A","A"
"cell1814","CD14+ Monocytes","ctrl101.B","B"
"cell1815","CD14+ Monocytes","ctrl107.A","A"
"cell1816","CD4 T cells","ctrl101.A","A"
"cell1817","CD4 T cells","ctrl107.A","A"
"cell1818","CD4 T cells","ctrl101.B","B"
"cell1819","CD14+ Monocytes","ctrl101.A","A"
"cell1820","CD14+ Monocytes","ctrl101.A","A"
"cell1821","CD4 T cells","ctrl101.A","A"
"cell1822","CD14+ Monocytes","ctrl101.A","A"
"cell1823","CD14+ Monocytes","ctrl101.A","A"
"cell1824","CD4 T cells","ctrl107.A","A"
"cell1825","CD4 T cells","ctrl101.A","A"
"cell1826","CD14+ Monocytes","ctrl101.A","A"
"cell1827","CD14+ Monocytes","ctrl101.A","A"
"cell1828","CD14+ Monocytes","ctrl101.A","A"
"cell1829","CD14+ Monocytes","ctrl101.A","A"
"cell1830","CD14+ Monocytes","ctrl107.A","A"
"cell1831","CD4 T cells","ctrl101.A","A"
"cell1832","CD4 T cells","ctrl101.A","A"
"cell1833","CD4 T cells","ctrl107.A","A"
"cell1834","CD4 T cells","ctrl101.B","B"
"cell1835","CD4 T cells","ctrl101.B","B"
"cell1836","CD14+ Monocytes","ctrl101.A","A"
"cell1837","CD14+ Monocytes","ctrl101.A","A"
"cell1838","CD14+ Monocytes","ctrl101.A","A"
"cell1839","CD14+ Monocytes","ctrl101.A","A"
"cell1840","CD4 T cells","ctrl101.A","A"
"cell1841","CD4 T cells","ctrl101.A","A"
"cell1842","CD14+ Monocytes","ctrl101.A","A"
"cell1843","CD4 T cells","ctrl101.A","A"
"cell1844","CD14+ Monocytes","ctrl101.A","A"
"cell1845","CD14+ Monocytes","ctrl101.A","A"
"cell1846","CD14+ Monocytes","ctrl101.A","A"
"cell1847","CD4 T cells","ctrl101.A","A"
"cell1848","CD4 T cells","ctrl101.A","A"
"cell1849","CD14+ Monocytes","ctrl101.A","A"
"cell1850","CD4 T cells","ctrl101.A","A"
"cell1851","CD4 T cells","ctrl101.A","A"
"cell1852","CD4 T cells","ctrl101.A","A"
"cell1853","CD14+ Monocytes","ctrl101.A","A"
"cell1854","CD14+ Monocytes","ctrl101.A","A"
"cell1855","CD14+ Monocytes","ctrl107.A","A"
"cell1856","CD14+ Monocytes","ctrl101.A","A"
"cell1857","CD14+ Monocytes","ctrl101.A","A"
"cell1858","CD14+ Monocytes","ctrl101.A","A"
"cell1859","CD14+ Monocytes","ctrl101.A","A"
"cell1860","CD4 T cells","ctrl101.A","A"
"cell1861","CD4 T cells","ctrl101.A","A"
"cell1862","CD14+ Monocytes","ctrl101.B","B"
"cell1863","CD14+ Monocytes","ctrl101.B","B"
"cell1864","CD14+ Monocytes","ctrl101.A","A"
"cell1865","CD4 T cells","ctrl107.A","A"
"cell1866","CD14+ Monocytes","ctrl101.A","A"
"cell1867","CD14+ Monocytes","ctrl101.A","A"
"cell1868","CD4 T cells","ctrl101.B","B"
"cell1869","CD4 T cells","ctrl101.A","A"
"cell1870","CD14+ Monocytes","ctrl101.A","A"
"cell1871","CD4 T cells","ctrl101.A","A"
"cell1872","CD4 T cells","ctrl101.A","A"
"cell1873","CD14+ Monocytes","ctrl101.A","A"
"cell1874","CD4 T cells","ctrl107.A","A"
"cell1875","CD4 T cells","ctrl101.A","A"
"cell1876","CD14+ Monocytes","ctrl101.A","A"
"cell1877","CD14+ Monocytes","ctrl101.A","A"
"cell1878","CD14+ Monocytes","ctrl101.A","A"
"cell1879","CD4 T cells","ctrl101.A","A"
"cell1880","CD4 T cells","ctrl101.B","B"
"cell1881","CD4 T cells","ctrl101.A","A"
"cell1882","CD4 T cells","ctrl101.B","B"
"cell1883","CD14+ Monocytes","ctrl101.A","A"
"cell1884","CD4 T cells","ctrl101.A","A"
"cell1885","CD14+ Monocytes","ctrl101.A","A"
"cell1886","CD14+ Monocytes","ctrl101.A","A"
"cell1887","CD14+ Monocytes","ctrl101.A","A"
"cell1888","CD4 T cells","ctrl101.A","A"
"cell1889","CD14+ Monocytes","ctrl107.B","B"
"cell1890","CD14+ Monocytes","ctrl101.A","A"
"cell1891","CD14+ Monocytes","ctrl101.A","A"
"cell1892","CD4 T cells","ctrl101.A","A"
"cell1893","CD4 T cells","ctrl101.B","B"
"cell1894","CD4 T cells","ctrl101.A","A"
"cell1895","CD4 T cells","ctrl101.A","A"
"cell1896","CD4 T cells","ctrl101.A","A"
"cell1897","CD14+ Monocytes","ctrl101.A","A"
"cell1898","CD4 T cells","ctrl101.A","A"
"cell1899","CD4 T cells","ctrl107.B","B"
"cell1900","CD4 T cells","ctrl101.A","A"
"cell1901","CD14+ Monocytes","ctrl101.A","A"
"cell1902","CD14+ Monocytes","ctrl101.A","A"
"cell1903","CD4 T cells","ctrl101.A","A"
"cell1904","CD14+ Monocytes","ctrl107.A","A"
"cell1905","CD4 T cells","ctrl101.A","A"
"cell1906","CD4 T cells","ctrl101.A","A"
"cell1907","CD4 T cells","ctrl101.A","A"
"cell1908","CD14+ Monocytes","ctrl101.A","A"
"cell1909","CD14+ Monocytes","ctrl101.A","A"
"cell1910","CD4 T cells","ctrl101.A","A"
"cell1911","CD14+ Monocytes","ctrl101.A","A"
"cell1912","CD14+ Monocytes","ctrl101.A","A"
"cell1913","CD14+ Monocytes","ctrl101.B","B"
"cell1914","CD14+ Monocytes","ctrl101.A","A"
"cell1915","CD4 T cells","ctrl101.A","A"
"cell1916","CD4 T cells","ctrl101.A","A"
"cell1917","CD4 T cells","ctrl101.A","A"
"cell1918","CD14+ Monocytes","ctrl101.A","A"
"cell1919","CD4 T cells","ctrl101.A","A"
"cell1920","CD14+ Monocytes","ctrl101.A","A"
"cell1921","CD14+ Monocytes","ctrl107.A","A"
"cell1922","CD4 T cells","ctrl101.A","A"
"cell1923","CD14+ Monocytes","ctrl101.A","A"
"cell1924","CD14+ Monocytes","ctrl101.A","A"
"cell1925","CD14+ Monocytes","ctrl101.A","A"
"cell1926","CD14+ Monocytes","ctrl101.A","A"
"cell1927","CD14+ Monocytes","ctrl101.A","A"
"cell1928","CD14+ Monocytes","ctrl101.A","A"
"cell1929","CD14+ Monocytes","ctrl101.A","A"
"cell1930","CD14+ Monocytes","ctrl101.A","A"
"cell1931","CD14+ Monocytes","ctrl101.A","A"
"cell1932","CD14+ Monocytes","ctrl101.B","B"
"cell1933","CD14+ Monocytes","ctrl101.A","A"
"cell1934","CD14+ Monocytes","ctrl101.A","A"
"cell1935","CD4 T cells","ctrl101.A","A"
"cell1936","CD14+ Monocytes","ctrl101.A","A"
"cell1937","CD4 T cells","ctrl107.A","A"
"cell1938","CD14+ Monocytes","ctrl101.B","B"
"cell1939","CD4 T cells","ctrl107.B","B"
"cell1940","CD14+ Monocytes","ctrl101.A","A"
"cell1941","CD14+ Monocytes","ctrl101.A","A"
"cell1942","CD14+ Monocytes","ctrl101.A","A"
"cell1943","CD4 T cells","ctrl101.A","A"
"cell1944","CD4 T cells","ctrl101.A","A"
"cell1945","CD4 T cells","ctrl101.A","A"
"cell1946","CD14+ Monocytes","ctrl101.A","A"
"cell1947","CD4 T cells","ctrl101.A","A"
"cell1948","CD14+ Monocytes","ctrl101.A","A"
"cell1949","CD4 T cells","ctrl101.A","A"
"cell1950","CD4 T cells","ctrl101.A","A"
"cell1951","CD4 T cells","ctrl101.A","A"
"cell1952","CD14+ Monocytes","ctrl101.A","A"
"cell1953","CD14+ Monocytes","ctrl101.A","A"
"cell1954","CD14+ Monocytes","ctrl107.A","A"
"cell1955","CD4 T cells","ctrl101.A","A"
"cell1956","CD14+ Monocytes","ctrl101.A","A"
"cell1957","CD14+ Monocytes","ctrl101.A","A"
"cell1958","CD14+ Monocytes","ctrl101.A","A"
"cell1959","CD14+ Monocytes","ctrl101.A","A"
"cell1960","CD14+ Monocytes","ctrl101.A","A"
"cell1961","CD14+ Monocytes","ctrl107.A","A"
"cell1962","CD14+ Monocytes","ctrl101.A","A"
"cell1963","CD14+ Monocytes","ctrl101.A","A"
"cell1964","CD14+ Monocytes","ctrl101.A","A"
"cell1965","CD14+ Monocytes","ctrl101.A","A"
"cell1966","CD4 T cells","ctrl101.A","A"
"cell1967","CD4 T cells","ctrl101.A","A"
"cell1968","CD4 T cells","ctrl107.A","A"
"cell1969","CD4 T cells","ctrl101.A","A"
"cell1970","CD4 T cells","ctrl101.A","A"
"cell1971","CD14+ Monocytes","ctrl101.A","A"
"cell1972","CD4 T cells","ctrl101.A","A"
"cell1973","CD14+ Monocytes","ctrl101.B","B"
"cell1974","CD4 T cells","ctrl101.A","A"
"cell1975","CD14+ Monocytes","ctrl101.A","A"
"cell1976","CD4 T cells","ctrl101.A","A"
"cell1977","CD14+ Monocytes","ctrl107.B","B"
"cell1978","CD4 T cells","ctrl101.A","A"
"cell1979","CD14+ Monocytes","ctrl101.A","A"
"cell1980","CD14+ Monocytes","ctrl101.B","B"
"cell1981","CD4 T cells","ctrl101.B","B"
"cell1982","CD14+ Monocytes","ctrl101.A","A"
"cell1983","CD14+ Monocytes","ctrl101.A","A"
"cell1984","CD4 T cells","ctrl101.A","A"
"cell1985","CD14+ Monocytes","ctrl101.A","A"
"cell1986","CD4 T cells","ctrl101.A","A"
"cell1987","CD4 T cells","ctrl101.A","A"
"cell1988","CD14+ Monocytes","ctrl101.A","A"
"cell1989","CD4 T cells","ctrl101.A","A"
"cell1990","CD14+ Monocytes","ctrl101.A","A"
"cell1991","CD4 T cells","ctrl107.B","B"
"cell1992","CD4 T cells","ctrl101.A","A"
"cell1993","CD4 T cells","ctrl101.B","B"
"cell1994","CD4 T cells","ctrl101.A","A"
"cell1995","CD14+ Monocytes","ctrl101.A","A"
"cell1996","CD4 T cells","ctrl107.A","A"
"cell1997","CD4 T cells","ctrl101.A","A"
"cell1998","CD14+ Monocytes","ctrl101.A","A"
"cell1999","CD14+ Monocytes","ctrl107.B","B"
"cell2000","CD4 T cells","ctrl101.A","A"
"cell2001","CD14+ Monocytes","ctrl101.A","A"
"cell2002","CD14+ Monocytes","ctrl101.A","A"
"cell2003","CD4 T cells","ctrl101.A","A"
"cell2004","CD14+ Monocytes","ctrl101.A","A"
"cell2005","CD14+ Monocytes","ctrl101.A","A"
"cell2006","CD14+ Monocytes","ctrl107.A","A"
"cell2007","CD4 T cells","ctrl101.A","A"
"cell2008","CD4 T cells","ctrl101.B","B"
"cell2009","CD4 T cells","ctrl101.A","A"
"cell2010","CD14+ Monocytes","ctrl101.B","B"
"cell2011","CD14+ Monocytes","ctrl101.A","A"
"cell2012","CD4 T cells","ctrl101.A","A"
"cell2013","CD4 T cells","ctrl107.A","A"
"cell2014","CD4 T cells","ctrl101.A","A"
"cell2015","CD14+ Monocytes","ctrl101.A","A"
"cell2016","CD14+ Monocytes","ctrl101.A","A"
"cell2017","CD14+ Monocytes","ctrl101.B","B"
"cell2018","CD4 T cells","ctrl101.A","A"
"cell2019","CD14+ Monocytes","ctrl101.A","A"
"cell2020","CD4 T cells","ctrl107.A","A"
"cell2021","CD4 T cells","ctrl101.A","A"
"cell2022","CD14+ Monocytes","ctrl107.A","A"
"cell2023","CD14+ Monocytes","ctrl101.A","A"
"cell2024","CD4 T cells","ctrl101.A","A"
"cell2025","CD14+ Monocytes","ctrl101.A","A"
"cell2026","CD4 T cells","ctrl101.A","A"
"cell2027","CD4 T cells","ctrl101.A","A"
"cell2028","CD14+ Monocytes","ctrl101.A","A"
"cell2029","CD4 T cells","ctrl101.B","B"
"cell2030","CD14+ Monocytes","ctrl101.A","A"
"cell2031","CD14+ Monocytes","ctrl101.A","A"
"cell2032","CD14+ Monocytes","ctrl101.A","A"
"cell2033","CD4 T cells","ctrl101.A","A"
"cell2034","CD4 T cells","ctrl107.A","A"
"cell2035","CD14+ Monocytes","ctrl101.A","A"
"cell2036","CD4 T cells","ctrl101.A","A"
"cell2037","CD14+ Monocytes","ctrl107.A","A"
"cell2038","CD4 T cells","ctrl101.A","A"
"cell2039","CD14+ Monocytes","ctrl101.A","A"
"cell2040","CD4 T cells","ctrl101.A","A"
"cell2041","CD4 T cells","ctrl101.B","B"
"cell2042","CD14+ Monocytes","ctrl101.A","A"
"cell2043","CD14+ Monocytes","ctrl101.A","A"
"cell2044","CD14+ Monocytes","ctrl101.B","B"
"cell2045","CD14+ Monocytes","ctrl107.B","B"
"cell2046","CD4 T cells","ctrl101.A","A"
"cell2047","CD14+ Monocytes","ctrl101.A","A"
"cell2048","CD4 T cells","ctrl101.A","A"
"cell2049","CD4 T cells","ctrl101.A","A"
"cell2050","CD14+ Monocytes","ctrl101.A","A"
"cell2051","CD14+ Monocytes","ctrl107.A","A"
"cell2052","CD14+ Monocytes","ctrl101.A","A"
"cell2053","CD4 T cells","ctrl107.A","A"
"cell2054","CD14+ Monocytes","ctrl101.A","A"
"cell2055","CD14+ Monocytes","ctrl101.A","A"
"cell2056","CD4 T cells","ctrl101.A","A"
"cell2057","CD14+ Monocytes","ctrl101.A","A"
"cell2058","CD4 T cells","ctrl101.A","A"
"cell2059","CD4 T cells","ctrl101.A","A"
"cell2060","CD4 T cells","ctrl101.A","A"
"cell2061","CD4 T cells","ctrl101.A","A"
"cell2062","CD4 T cells","ctrl101.A","A"
"cell2063","CD14+ Monocytes","ctrl101.A","A"
"cell2064","CD4 T cells","ctrl101.A","A"
"cell2065","CD4 T cells","ctrl107.A","A"
"cell2066","CD4 T cells","ctrl101.A","A"
"cell2067","CD4 T cells","ctrl107.B","B"
"cell2068","CD4 T cells","ctrl101.A","A"
"cell2069","CD4 T cells","ctrl101.A","A"
"cell2070","CD4 T cells","ctrl101.A","A"
"cell2071","CD4 T cells","ctrl101.A","A"
"cell2072","CD14+ Monocytes","ctrl101.A","A"
"cell2073","CD4 T cells","ctrl101.A","A"
"cell2074","CD4 T cells","ctrl101.A","A"
"cell2075","CD4 T cells","ctrl101.A","A"
"cell2076","CD4 T cells","ctrl101.A","A"
"cell2077","CD4 T cells","ctrl101.B","B"
"cell2078","CD4 T cells","ctrl107.A","A"
"cell2079","CD14+ Monocytes","ctrl101.A","A"
"cell2080","CD4 T cells","ctrl107.A","A"
"cell2081","CD14+ Monocytes","ctrl101.A","A"
"cell2082","CD14+ Monocytes","ctrl101.A","A"
"cell2083","CD14+ Monocytes","ctrl107.A","A"
"cell2084","CD4 T cells","ctrl107.A","A"
"cell2085","CD14+ Monocytes","ctrl107.A","A"
"cell2086","CD14+ Monocytes","ctrl101.A","A"
"cell2087","CD14+ Monocytes","ctrl101.A","A"
"cell2088","CD4 T cells","ctrl101.A","A"
"cell2089","CD14+ Monocytes","ctrl101.A","A"
"cell2090","CD4 T cells","ctrl101.A","A"
"cell2091","CD14+ Monocytes","ctrl101.A","A"
"cell2092","CD4 T cells","ctrl101.A","A"
"cell2093","CD4 T cells","ctrl101.A","A"
"cell2094","CD14+ Monocytes","ctrl101.A","A"
"cell2095","CD14+ Monocytes","ctrl101.A","A"
"cell2096","CD4 T cells","ctrl101.A","A"
"cell2097","CD4 T cells","ctrl101.A","A"
"cell2098","CD14+ Monocytes","ctrl101.A","A"
"cell2099","CD4 T cells","ctrl101.A","A"
"cell2100","CD4 T cells","ctrl101.A","A"
"cell2101","CD4 T cells","ctrl101.A","A"
"cell2102","CD14+ Monocytes","ctrl101.A","A"
"cell2103","CD14+ Monocytes","ctrl101.A","A"
"cell2104","CD14+ Monocytes","ctrl101.A","A"
"cell2105","CD4 T cells","ctrl101.A","A"
"cell2106","CD14+ Monocytes","ctrl107.A","A"
"cell2107","CD4 T cells","ctrl101.A","A"
"cell2108","CD14+ Monocytes","ctrl101.A","A"
"cell2109","CD14+ Monocytes","ctrl101.A","A"
"cell2110","CD14+ Monocytes","ctrl101.A","A"
"cell2111","CD14+ Monocytes","ctrl101.A","A"
"cell2112","CD14+ Monocytes","ctrl101.B","B"
"cell2113","CD14+ Monocytes","ctrl101.A","A"
"cell2114","CD4 T cells","ctrl101.A","A"
"cell2115","CD4 T cells","ctrl101.A","A"
"cell2116","CD14+ Monocytes","ctrl107.A","A"
"cell2117","CD14+ Monocytes","ctrl101.A","A"
"cell2118","CD14+ Monocytes","ctrl101.A","A"
"cell2119","CD14+ Monocytes","ctrl101.A","A"
"cell2120","CD4 T cells","ctrl101.A","A"
"cell2121","CD4 T cells","ctrl101.A","A"
"cell2122","CD4 T cells","ctrl101.A","A"
"cell2123","CD4 T cells","ctrl101.A","A"
"cell2124","CD4 T cells","ctrl101.A","A"
"cell2125","CD14+ Monocytes","ctrl101.A","A"
"cell2126","CD14+ Monocytes","ctrl101.A","A"
"cell2127","CD14+ Monocytes","ctrl107.A","A"
"cell2128","CD4 T cells","ctrl101.A","A"
"cell2129","CD14+ Monocytes","ctrl101.A","A"
"cell2130","CD4 T cells","ctrl101.A","A"
"cell2131","CD4 T cells","ctrl101.A","A"
"cell2132","CD14+ Monocytes","ctrl101.B","B"
"cell2133","CD4 T cells","ctrl101.A","A"
"cell2134","CD14+ Monocytes","ctrl107.B","B"
"cell2135","CD4 T cells","ctrl101.B","B"
"cell2136","CD14+ Monocytes","ctrl101.A","A"
"cell2137","CD14+ Monocytes","ctrl101.A","A"
"cell2138","CD14+ Monocytes","ctrl101.A","A"
"cell2139","CD14+ Monocytes","ctrl101.A","A"
"cell2140","CD14+ Monocytes","ctrl101.A","A"
"cell2141","CD14+ Monocytes","ctrl101.A","A"
"cell2142","CD14+ Monocytes","ctrl101.B","B"
"cell2143","CD14+ Monocytes","ctrl101.A","A"
"cell2144","CD14+ Monocytes","ctrl101.A","A"
"cell2145","CD4 T cells","ctrl101.A","A"
"cell2146","CD14+ Monocytes","ctrl101.A","A"
"cell2147","CD14+ Monocytes","ctrl101.A","A"
"cell2148","CD14+ Monocytes","ctrl107.A","A"
"cell2149","CD14+ Monocytes","ctrl107.A","A"
"cell2150","CD14+ Monocytes","ctrl101.A","A"
"cell2151","CD4 T cells","ctrl101.A","A"
"cell2152","CD14+ Monocytes","ctrl101.A","A"
"cell2153","CD14+ Monocytes","ctrl101.A","A"
"cell2154","CD4 T cells","ctrl101.B","B"
"cell2155","CD4 T cells","ctrl107.A","A"
"cell2156","CD4 T cells","ctrl101.A","A"
"cell2157","CD14+ Monocytes","ctrl101.A","A"
"cell2158","CD4 T cells","ctrl101.A","A"
"cell2159","CD4 T cells","ctrl107.A","A"
"cell2160","CD14+ Monocytes","ctrl101.A","A"
"cell2161","CD14+ Monocytes","ctrl101.A","A"
"cell2162","CD14+ Monocytes","ctrl101.A","A"
"cell2163","CD14+ Monocytes","ctrl101.A","A"
"cell2164","CD4 T cells","ctrl101.A","A"
"cell2165","CD4 T cells","ctrl107.A","A"
"cell2166","CD14+ Monocytes","ctrl101.A","A"
"cell2167","CD4 T cells","ctrl101.B","B"
"cell2168","CD4 T cells","ctrl101.A","A"
"cell2169","CD4 T cells","ctrl101.B","B"
"cell2170","CD4 T cells","ctrl101.A","A"
"cell2171","CD4 T cells","ctrl101.A","A"
"cell2172","CD14+ Monocytes","ctrl101.A","A"
"cell2173","CD4 T cells","ctrl101.A","A"
"cell2174","CD4 T cells","ctrl101.B","B"
"cell2175","CD4 T cells","ctrl101.A","A"
"cell2176","CD4 T cells","ctrl101.A","A"
"cell2177","CD4 T cells","ctrl101.B","B"
"cell2178","CD4 T cells","ctrl101.A","A"
"cell2179","CD14+ Monocytes","ctrl101.A","A"
"cell2180","CD14+ Monocytes","ctrl101.A","A"
"cell2181","CD4 T cells","ctrl101.A","A"
"cell2182","CD14+ Monocytes","ctrl101.A","A"
"cell2183","CD14+ Monocytes","ctrl101.B","B"
"cell2184","CD14+ Monocytes","ctrl101.A","A"
"cell2185","CD14+ Monocytes","ctrl101.A","A"
"cell2186","CD14+ Monocytes","ctrl101.B","B"
"cell2187","CD4 T cells","ctrl107.A","A"
"cell2188","CD14+ Monocytes","ctrl101.A","A"
"cell2189","CD14+ Monocytes","ctrl101.A","A"
"cell2190","CD14+ Monocytes","ctrl101.A","A"
"cell2191","CD14+ Monocytes","ctrl101.A","A"
"cell2192","CD14+ Monocytes","ctrl101.A","A"
"cell2193","CD14+ Monocytes","ctrl101.A","A"
"cell2194","CD14+ Monocytes","ctrl101.A","A"
"cell2195","CD14+ Monocytes","ctrl101.A","A"
"cell2196","CD14+ Monocytes","ctrl101.A","A"
"cell2197","CD14+ Monocytes","ctrl101.A","A"
"cell2198","CD14+ Monocytes","ctrl101.A","A"
"cell2199","CD14+ Monocytes","ctrl101.A","A"
"cell2200","CD14+ Monocytes","ctrl101.A","A"
"cell2201","CD14+ Monocytes","ctrl101.A","A"
"cell2202","CD4 T cells","ctrl101.A","A"
"cell2203","CD4 T cells","ctrl101.A","A"
"cell2204","CD4 T cells","ctrl101.A","A"
"cell2205","CD4 T cells","ctrl101.A","A"
"cell2206","CD14+ Monocytes","ctrl101.A","A"
"cell2207","CD14+ Monocytes","ctrl101.A","A"
"cell2208","CD14+ Monocytes","ctrl101.A","A"
"cell2209","CD4 T cells","ctrl101.A","A"
"cell2210","CD4 T cells","ctrl101.B","B"
"cell2211","CD14+ Monocytes","ctrl107.A","A"
"cell2212","CD14+ Monocytes","ctrl101.A","A"
"cell2213","CD14+ Monocytes","ctrl101.A","A"
"cell2214","CD14+ Monocytes","ctrl101.B","B"
"cell2215","CD4 T cells","ctrl101.B","B"
"cell2216","CD4 T cells","ctrl101.A","A"
"cell2217","CD14+ Monocytes","ctrl101.A","A"
"cell2218","CD4 T cells","ctrl101.A","A"
"cell2219","CD14+ Monocytes","ctrl101.A","A"
"cell2220","CD4 T cells","ctrl107.A","A"
"cell2221","CD4 T cells","ctrl101.A","A"
"cell2222","CD4 T cells","ctrl101.A","A"
"cell2223","CD14+ Monocytes","ctrl101.A","A"
"cell2224","CD4 T cells","ctrl107.A","A"
"cell2225","CD14+ Monocytes","ctrl101.B","B"
"cell2226","CD14+ Monocytes","ctrl101.A","A"
"cell2227","CD14+ Monocytes","ctrl101.A","A"
"cell2228","CD4 T cells","ctrl101.A","A"
"cell2229","CD14+ Monocytes","ctrl101.A","A"
"cell2230","CD14+ Monocytes","ctrl101.A","A"
"cell2231","CD14+ Monocytes","ctrl101.A","A"
"cell2232","CD14+ Monocytes","ctrl101.A","A"
"cell2233","CD14+ Monocytes","ctrl101.A","A"
"cell2234","CD14+ Monocytes","ctrl101.A","A"
"cell2235","CD14+ Monocytes","ctrl101.A","A"
"cell2236","CD14+ Monocytes","ctrl101.B","B"
"cell2237","CD4 T cells","ctrl101.A","A"
"cell2238","CD14+ Monocytes","ctrl107.A","A"
"cell2239","CD4 T cells","ctrl101.A","A"
"cell2240","CD14+ Monocytes","ctrl101.A","A"
"cell2241","CD4 T cells","ctrl101.A","A"
"cell2242","CD4 T cells","ctrl101.A","A"
"cell2243","CD14+ Monocytes","ctrl101.A","A"
"cell2244","CD4 T cells","ctrl101.A","A"
"cell2245","CD4 T cells","ctrl101.A","A"
"cell2246","CD14+ Monocytes","ctrl107.B","B"
"cell2247","CD14+ Monocytes","ctrl107.A","A"
"cell2248","CD4 T cells","ctrl107.A","A"
"cell2249","CD4 T cells","ctrl101.A","A"
"cell2250","CD14+ Monocytes","ctrl101.A","A"
"cell2251","CD14+ Monocytes","ctrl101.A","A"
"cell2252","CD4 T cells","ctrl107.A","A"
"cell2253","CD4 T cells","ctrl101.A","A"
"cell2254","CD14+ Monocytes","ctrl101.A","A"
"cell2255","CD14+ Monocytes","ctrl101.B","B"
"cell2256","CD14+ Monocytes","ctrl101.A","A"
"cell2257","CD4 T cells","ctrl107.A","A"
"cell2258","CD4 T cells","ctrl101.A","A"
"cell2259","CD4 T cells","ctrl101.A","A"
"cell2260","CD4 T cells","ctrl101.A","A"
"cell2261","CD14+ Monocytes","ctrl101.A","A"
"cell2262","CD4 T cells","ctrl101.A","A"
"cell2263","CD4 T cells","ctrl101.A","A"
"cell2264","CD14+ Monocytes","ctrl101.A","A"
"cell2265","CD14+ Monocytes","ctrl101.B","B"
"cell2266","CD4 T cells","ctrl101.A","A"
"cell2267","CD4 T cells","ctrl101.A","A"
"cell2268","CD14+ Monocytes","ctrl101.A","A"
"cell2269","CD14+ Monocytes","ctrl101.A","A"
"cell2270","CD14+ Monocytes","ctrl101.A","A"
